CH1    CH2    CH3    CH4    CH5    CH6    CH7    CH8
0    0    52088    20256    0    0    0    0
0    0    49452    48519    0    0    0    0
0    0    41797    43327    0    0    0    0
0    0    35844    44712    0    0    0    0
0    0    33180    44281    0    0    0    0
0    0    48598    48578    0    0    0    0
0    0    48573    46375    0    0    0    0
0    0    17    12092    0    0    0    0
0    0    48832    17008    0    0    0    0
0    0    30488    12697    0    0    0    0
0    0    6657    71    0    0    0    0
0    0    37    90    0    0    0    0
0    0    1494    47    0    0    0    0
0    0    46192    5052    0    0    0    0
0    0    1348    46    0    0    0    0
0    0    37    36    0    0    0    0
0    0    31    39    0    0    0    0
0    0    19    30    0    0    0    0
0    0    13    26    0    0    0    0
0    0    45859    32770    0    0    0    0
0    0    7    21    0    0    0    0
0    0    28    20685    0    0    0    0
0    0    18    30    0    0    0    0
0    0    11    22    0    0    0    0
0    0    12    22    0    0    0    0
0    0    12    21    0    0    0    0
0    0    12    20    0    0    0    0
0    0    11    19    0    0    0    0
0    0    10    18    0    0    0    0
0    0    1721    2347    0    0    0    0
0    0    14    22    0    0    0    0
0    0    11    19    0    0    0    0
0    0    2251    5414    0    0    0    0
0    0    8    20    0    0    0    0
0    0    34636    4068    0    0    0    0
0    0    1946    4033    0    0    0    0
0    0    9    3690    0    0    0    0
0    0    10    4900    0    0    0    0
0    0    20    4848    0    0    0    0
0    0    4603    6585    0    0    0    0
0    0    4000    7097    0    0    0    0
0    0    2466    6649    0    0    0    0
0    0    3006    7586    0    0    0    0
0    0    6146    8988    0    0    0    0
0    0    7265    8955    0    0    0    0
0    0    7309    10288    0    0    0    0
0    0    7563    9932    0    0    0    0
0    0    6490    10540    0    0    0    0
0    0    8083    11042    0    0    0    0
0    0    10437    11595    0    0    0    0
0    0    10004    12104    0    0    0    0
0    0    8260    11303    0    0    0    0
0    0    8512    11938    0    0    0    0
0    0    9409    12371    0    0    0    0
0    0    13512    13644    0    0    0    0
0    0    10977    13280    0    0    0    0
0    0    10240    12711    0    0    0    0
0    0    9851    13323    0    0    0    0
0    0    12992    14512    0    0    0    0
0    0    34297    16090    0    0    0    0
0    0    11791    14458    0    0    0    0
0    0    13084    15385    0    0    0    0
0    0    12717    15006    0    0    0    0
0    0    13772    16118    0    0    0    0
0    0    60908    16933    0    0    0    0
0    0    13330    16161    0    0    0    0
0    0    14775    16571    0    0    0    0
0    0    13332    16228    0    0    0    0
0    0    16407    17379    0    0    0    0
0    0    61104    18264    0    0    0    0
0    0    15135    17572    0    0    0    0
0    0    16338    18504    0    0    0    0
0    0    16132    18363    0    0    0    0
0    0    18046    18916    0    0    0    0
0    0    26831    18619    0    0    0    0
0    0    32321    24658    0    0    0    0
0    0    34992    65504    0    0    0    0
0    0    32420    21895    0    0    0    0
0    0    21435    18980    0    0    0    0
0    0    18493    18277    0    0    0    0
0    0    16749    18449    0    0    0    0
0    0    16699    18174    0    0    0    0
0    0    16469    18097    0    0    0    0
0    0    16714    18388    0    0    0    0
0    0    19583    19131    0    0    0    0
0    0    17276    18944    0    0    0    0
0    0    17714    19081    0    0    0    0
0    0    17794    19228    0    0    0    0
0    0    17991    19210    0    0    0    0
0    0    46028    18976    0    0    0    0
0    0    17589    19026    0    0    0    0
0    0    17708    18951    0    0    0    0
0    0    17304    18866    0    0    0    0
0    0    17515    19045    0    0    0    0
0    0    18830    18838    0    0    0    0
0    0    17835    19270    0    0    0    0
0    0    18280    19496    0    0    0    0
0    0    18095    19662    0    0    0    0
0    0    18710    19709    0    0    0    0
0    0    19676    19516    0    0    0    0
0    0    18146    19504    0    0    0    0
0    0    18449    19899    0    0    0    0
0    0    18170    19549    0    0    0    0
0    0    18816    20014    0    0    0    0
0    0    19587    19244    0    0    0    0
0    0    18383    19654    0    0    0    0
0    0    18834    20029    0    0    0    0
0    0    18470    19975    0    0    0    0
0    0    18936    20032    0    0    0    0
0    0    18947    20058    0    0    0    0
0    0    19144    20163    0    0    0    0
0    0    18719    19877    0    0    0    0
0    0    18350    20003    0    0    0    0
0    0    18516    19703    0    0    0    0
0    0    17992    19263    0    0    0    0
0    0    18408    19584    0    0    0    0
0    0    18379    19400    0    0    0    0
0    0    22582    23911    0    0    0    0
0    0    18728    19777    0    0    0    0
0    0    18621    19528    0    0    0    0
0    0    19058    20138    0    0    0    0
0    0    19016    19856    0    0    0    0
0    0    21906    19763    0    0    0    0
0    0    19209    20536    0    0    0    0
0    0    19861    20482    0    0    0    0
0    0    18495    19351    0    0    0    0
0    0    19256    20200    0    0    0    0
0    0    19300    20281    0    0    0    0
0    0    19003    19949    0    0    0    0
0    0    19327    20712    0    0    0    0
0    0    19258    20548    0    0    0    0
0    0    19893    20740    0    0    0    0
0    0    19982    20850    0    0    0    0
0    0    19962    21115    0    0    0    0
0    0    20142    21075    0    0    0    0
0    0    20246    21231    0    0    0    0
0    0    20272    21245    0    0    0    0
0    0    20811    21650    0    0    0    0
0    0    20531    21584    0    0    0    0
0    0    20461    21474    0    0    0    0
0    0    20966    21783    0    0    0    0
0    0    20713    21518    0    0    0    0
0    0    21249    22100    0    0    0    0
0    0    20893    21690    0    0    0    0
0    0    20924    22036    0    0    0    0
0    0    21296    22141    0    0    0    0
0    0    21143    22315    0    0    0    0
0    0    21470    29996    0    0    0    0
0    0    21347    22325    0    0    0    0
0    0    21570    22667    0    0    0    0
0    0    28322    22824    0    0    0    0
0    0    23212    65512    0    0    0    0
0    0    22269    51848    0    0    0    0
0    0    42792    61520    0    0    0    0
0    0    43456    65496    0    0    0    0
0    0    35065    59560    0    0    0    0
0    0    21606    39076    0    0    0    0
0    0    21322    45344    0    0    0    0
0    0    21109    21987    0    0    0    0
0    0    21000    23898    0    0    0    0
0    0    21245    21880    0    0    0    0
0    0    21398    40120    0    0    0    0
0    0    21264    48840    0    0    0    0
0    0    21344    23936    0    0    0    0
0    0    21586    49528    0    0    0    0
0    0    37234    53224    0    0    0    0
0    0    30138    54944    0    0    0    0
0    0    49192    65496    0    0    0    0
0    0    38272    61136    0    0    0    0
0    0    60656    65500    0    0    0    0
0    0    65512    65500    0    0    0    0
0    0    65496    65496    0    0    0    0
0    0    65528    65528    0    0    0    0
0    0    65508    65518    0    0    0    0
0    0    65508    65520    0    0    0    0
0    0    65532    65532    0    0    0    0
0    0    65522    65513    0    0    0    0
0    0    65504    65520    0    0    0    0
0    0    65520    65524    0    0    0    0
0    0    65529    65535    0    0    0    0
0    0    65532    65528    0    0    0    0
0    0    65535    65528    0    0    0    0
0    0    65535    63352    0    0    0    0
0    0    65535    65535    0    0    0    0
0    0    65532    65535    0    0    0    0
0    0    24973    32304    0    0    0    0
0    0    65532    65532    0    0    0    0
0    0    65500    65512    0    0    0    0
0    0    65529    65524    0    0    0    0
0    0    65512    65512    0    0    0    0
0    0    65504    65520    0    0    0    0
0    0    65520    65512    0    0    0    0
0    0    65516    65524    0    0    0    0
0    0    65516    65504    0    0    0    0
0    0    65504    65504    0    0    0    0
0    0    65520    65528    0    0    0    0
0    0    56256    65535    0    0    0    0
0    0    65528    65524    0    0    0    0
0    0    65520    65524    0    0    0    0
0    0    65512    65522    0    0    0    0
0    0    65012    65496    0    0    0    0
0    0    65530    65520    0    0    0    0
0    0    65516    65516    0    0    0    0
0    0    65488    65504    0    0    0    0
0    0    65500    65504    0    0    0    0
0    0    65512    65512    0    0    0    0
0    0    49068    65488    0    0    0    0
0    0    57388    65488    0    0    0    0
0    0    23380    53712    0    0    0    0
0    0    22720    38633    0    0    0    0
0    0    23673    23542    0    0    0    0
0    0    21458    22863    0    0    0    0
0    0    20996    22226    0    0    0    0
0    0    20741    22121    0    0    0    0
0    0    21876    22203    0    0    0    0
0    0    21198    22279    0    0    0    0
0    0    21574    22410    0    0    0    0
0    0    21682    22184    0    0    0    0
0    0    33223    35975    0    0    0    0
0    0    33362    22879    0    0    0    0
0    0    19314    20251    0    0    0    0
0    0    18610    19499    0    0    0    0
0    0    17812    18844    0    0    0    0
0    0    17189    18242    0    0    0    0
0    0    16105    17409    0    0    0    0
0    0    17452    17381    0    0    0    0
0    0    16287    17308    0    0    0    0
0    0    14485    15876    0    0    0    0
0    0    13742    15347    0    0    0    0
0    0    12908    14614    0    0    0    0
0    0    13180    13984    0    0    0    0
0    0    11465    12947    0    0    0    0
0    0    10023    12231    0    0    0    0
0    0    10870    12314    0    0    0    0
0    0    9850    11664    0    0    0    0
0    0    9829    10428    0    0    0    0
0    0    7733    9224    0    0    0    0
0    0    4118    7492    0    0    0    0
0    0    4274    6567    0    0    0    0
0    0    4712    6799    0    0    0    0
0    0    6442    7072    0    0    0    0
0    0    4662    6835    0    0    0    0
0    0    1872    5640    0    0    0    0
0    0    3333    5668    0    0    0    0
0    0    3307    5858    0    0    0    0
0    0    3598    5349    0    0    0    0
0    0    1438    3505    0    0    0    0
0    0    9    17    0    0    0    0
0    0    10    20    0    0    0    0
0    0    12    20    0    0    0    0
0    0    10    21    0    0    0    0
0    0    582    29    0    0    0    0
0    0    32295    25    0    0    0    0
0    0    31486    31399    0    0    0    0
0    0    13995    39064    0    0    0    0
0    0    48258    32676    0    0    0    0
0    0    39028    32207    0    0    0    0
0    0    30806    50237    0    0    0    0
0    0    11258    45929    0    0    0    0
0    0    38736    28048    0    0    0    0
0    0    31424    50853    0    0    0    0
0    0    6045    42547    0    0    0    0
0    0    36687    31534    0    0    0    0
0    0    4465    53191    0    0    0    0
0    0    28908    65532    0    0    0    0
0    0    0    32775    0    0    0    0
0    0    0    54420    0    0    0    0
0    0    0    55580    0    0    0    0
0    0    0    0    0    0    34058    42991
0    0    0    0    0    0    36039    21087
0    0    0    0    0    0    21720    32759
0    0    0    0    0    0    37144    1980
0    0    0    0    0    0    29539    31917
0    0    0    0    0    0    33064    19164
0    0    0    0    0    0    21694    27310
0    0    0    0    0    0    65488    34196
0    0    0    0    0    0    20156    18586
0    0    0    0    0    0    65535    40002
0    0    0    0    0    0    19100    18314
0    0    0    0    0    0    19982    19782
0    0    0    0    0    0    19016    32128
0    0    0    0    0    0    19500    40684
0    0    0    0    0    0    18561    34154
0    0    0    0    0    0    17641    22247
0    0    0    0    0    0    15644    15571
0    0    0    0    0    0    14308    11427
0    0    0    0    0    0    13582    59340
0    0    0    0    0    0    13788    62448
0    0    0    0    0    0    6896    5735
0    0    0    0    0    0    3719    3584
0    0    0    0    0    0    8677    9521
0    0    0    0    0    0    9026    5298
0    0    0    0    0    0    7107    5794
0    0    0    0    0    0    6427    4423
0    0    0    0    0    0    4911    10
0    0    0    0    0    0    3238    2882
0    0    0    0    0    0    2593    9
0    0    0    0    0    0    19    9
0    0    0    0    0    0    19    10
0    0    0    0    0    0    19    8
0    0    0    0    0    0    21    10
0    0    0    0    0    0    21    8
0    0    0    0    0    0    24    12
0    0    0    0    0    0    31    18
0    0    0    0    0    0    34    14
0    0    0    0    0    0    58    50
0    0    0    0    0    0    5542    34320
0    0    0    0    0    0    27    19
0    0    0    0    0    0    46279    47198
0    0    0    0    0    0    37940    41288
0    0    0    0    0    0    47362    47540
0    0    0    0    0    0    45421    41592
0    0    0    0    0    0    44858    43466
0    0    0    0    0    0    46055    41664
0    0    0    0    0    0    47732    39976
0    0    0    0    0    0    49728    50380
0    0    0    0    0    0    47551    42844
0    0    0    0    0    0    47271    40555
0    0    0    0    0    0    48918    41932
0    0    0    0    0    0    50530    37971
0    0    0    0    0    0    50880    42552
0    0    0    0    0    0    51860    44294
0    0    0    0    0    0    50162    38570
0    0    0    0    0    0    52839    45137
0    0    0    0    0    0    57783    40768
0    0    0    0    0    0    54686    49083
0    0    0    0    0    0    55982    49450
0    0    0    0    0    0    53959    37370
0    0    0    0    0    0    63048    65528
0    0    0    0    0    0    58842    41640
0    0    0    0    0    0    58324    42934
0    0    0    0    0    0    61412    51196
0    0    0    0    0    0    62257    57372
0    0    0    0    0    0    65528    65535
0    0    0    0    0    0    62500    54954
0    0    0    0    0    0    65532    65532
0    0    0    0    0    0    65530    65524
0    0    0    0    0    0    65528    65512
0    0    0    0    0    0    65520    65520
0    0    0    0    0    0    65532    65535
0    0    0    0    0    0    62816    38052
0    0    0    0    0    0    63172    39232
0    0    0    0    0    0    65520    65528
0    0    0    0    0    0    49972    43752
0    0    0    0    0    0    21615    32787
0    0    0    0    0    0    20709    20422
0    0    0    0    0    0    49208    65504
0    0    0    0    0    0    19565    18144
0    0    0    0    0    0    18579    17705
0    0    0    0    0    0    18085    17104
0    0    0    0    0    0    17379    50521
0    0    0    0    0    0    17314    16633
0    0    0    0    0    0    16001    15152
0    0    0    0    0    0    12691    11846
0    0    0    0    0    0    12234    10076
0    0    0    0    0    0    10960    9986
0    0    0    0    0    0    9699    8442
0    0    0    0    0    0    8893    7079
0    0    0    0    0    0    7685    5534
0    0    0    0    0    0    6132    2997
0    0    0    0    0    0    4542    3743
0    0    0    0    0    0    2475    1492
0    0    0    0    0    0    1545    10
0    0    0    0    0    0    1252    11
0    0    0    0    0    0    19    9
0    0    0    0    0    0    19    10
0    0    0    0    0    0    22    10
0    0    0    0    0    0    25    8
0    0    0    0    0    0    30    17
0    0    0    0    0    0    35    20
0    0    0    0    0    0    75    340
0    0    0    0    0    0    68    40
0    0    0    0    0    0    16237    42396
0    0    0    0    0    0    45732    46377
0    0    0    0    0    0    44946    43328
0    0    0    0    0    0    45190    45394
0    0    0    0    0    0    48356    48938
0    0    0    0    0    0    48304    49216
0    0    0    0    0    0    47911    46195
0    0    0    0    0    0    48984    46956
0    0    0    0    0    0    47612    45233
0    0    0    0    0    0    51966    51524
0    0    0    0    0    0    52674    52280
0    0    0    0    0    0    49175    46343
0    0    0    0    0    0    50666    45890
0    0    0    0    0    0    48028    44614
0    0    0    0    0    0    56272    57415
0    0    0    0    0    0    57128    58592
0    0    0    0    0    0    51820    38389
0    0    0    0    0    0    55164    50796
0    0    0    0    0    0    53439    32695
0    0    0    0    0    0    61164    61959
0    0    0    0    0    0    57754    52526
0    0    0    0    0    0    58263    38748
0    0    0    0    0    0    61954    56740
0    0    0    0    0    0    65535    45556
0    0    0    0    0    0    63214    54112
0    0    0    0    0    0    65535    62612
0    0    0    0    0    0    65528    65528
0    0    0    0    0    0    65532    65528
0    0    0    0    0    0    65535    44249
0    0    0    0    0    0    65535    64340
0    0    0    0    0    0    65532    63600
0    0    0    0    0    0    65472    49452
0    0    0    0    0    0    65490    65505
0    0    0    0    0    0    65520    65533
0    0    0    0    0    0    65512    65520
0    0    0    0    0    0    23216    20836
0    0    0    0    0    0    21038    20222
0    0    0    0    0    0    20668    58128
0    0    0    0    0    0    33606    57148
0    0    0    0    0    0    19378    64812
0    0    0    0    0    0    18428    65522
0    0    0    0    0    0    18157    17263
0    0    0    0    0    0    17334    16198
0    0    0    0    0    0    18191    62432
0    0    0    0    0    0    15736    14706
0    0    0    0    0    0    14644    13511
0    0    0    0    0    0    14522    14044
0    0    0    0    0    0    12979    11417
0    0    0    0    0    0    13138    60388
0    0    0    0    0    0    10828    10005
0    0    0    0    0    0    9862    9178
0    0    0    0    0    0    9908    9367
0    0    0    0    0    0    7781    7099
0    0    0    0    0    0    5867    5862
0    0    0    0    0    0    4580    4637
0    0    0    0    0    0    3961    1722
0    0    0    0    0    0    2646    5299
0    0    0    0    0    0    19    9
0    0    0    0    0    0    19    8
0    0    0    0    0    0    20    9
0    0    0    0    0    0    21    9
0    0    0    0    0    0    22    11
0    0    0    0    0    0    21    10
0    0    0    0    0    0    30    17
0    0    0    0    0    0    47    33
0    0    0    0    0    0    65    1322
0    0    0    0    0    0    97    4107
0    0    0    0    0    0    37556    43658
0    0    0    0    0    0    4466    12416
0    0    0    0    0    0    45228    32105
0    0    0    0    0    0    46956    47382
0    0    0    0    0    0    46384    44847
0    0    0    0    0    0    45176    44722
0    0    0    0    0    0    48722    50059
0    0    0    0    0    0    49325    50528
0    0    0    0    0    0    50098    50975
0    0    0    0    0    0    50368    51798
0    0    0    0    0    0    47404    37732
0    0    0    0    0    0    47232    43822
0    0    0    0    0    0    49454    46644
0    0    0    0    0    0    51542    43798
0    0    0    0    0    0    51332    48250
0    0    0    0    0    0    48806    37472
0    0    0    0    0    0    55736    57952
0    0    0    0    0    0    52368    47897
0    0    0    0    0    0    52436    47474
0    0    0    0    0    0    54778    49448
0    0    0    0    0    0    53919    32477
0    0    0    0    0    0    57192    55520
0    0    0    0    0    0    63016    65535
0    0    0    0    0    0    54838    38722
0    0    0    0    0    0    56854    50964
0    0    0    0    0    0    63636    43101
0    0    0    0    0    0    65535    65532
0    0    0    0    0    0    60396    55652
0    0    0    0    0    0    57916    41796
0    0    0    0    0    0    65535    65535
0    0    0    0    0    0    65535    46231
0    0    0    0    0    0    65535    65524
0    0    0    0    0    0    65535    65535
0    0    0    0    0    0    63805    44720
0    0    0    0    0    0    65524    65516
0    0    0    0    0    0    65516    41800
0    0    0    0    0    0    65528    65528
0    0    0    0    0    0    65500    65496
0    0    0    0    0    0    62848    65504
0    0    0    0    0    0    65524    65532
0    0    0    0    0    0    65535    52692
0    0    0    0    0    0    21482    21005
0    0    0    0    0    0    39600    65504
0    0    0    0    0    0    44616    65496
0    0    0    0    0    0    19206    18537
0    0    0    0    0    0    19417    58757
0    0    0    0    0    0    18682    18173
0    0    0    0    0    0    17596    36280
0    0    0    0    0    0    16820    53980
0    0    0    0    0    0    16944    16742
0    0    0    0    0    0    17821    59768
0    0    0    0    0    0    15969    16158
0    0    0    0    0    0    14866    13887
0    0    0    0    0    0    15593    15855
0    0    0    0    0    0    13859    13910
0    0    0    0    0    0    14314    64596
0    0    0    0    0    0    11988    10301
0    0    0    0    0    0    11170    10167
0    0    0    0    0    0    10268    8361
0    0    0    0    0    0    9166    8704
0    0    0    0    0    0    8893    8699
0    0    0    0    0    0    8694    8493
0    0    0    0    0    0    6469    5741
0    0    0    0    0    0    7809    6398
0    0    0    0    0    0    5434    4826
0    0    0    0    0    0    4810    4960
0    0    0    0    0    0    4046    2937
0    0    0    0    0    0    2121    1368
0    0    0    0    0    0    2440    2477
0    0    0    0    0    0    19    9
0    0    0    0    0    0    19    3245
0    0    0    0    0    0    20    1061
0    0    0    0    0    0    19    10
0    0    0    0    0    0    24    12
0    0    0    0    0    0    5052    32745
0    0    0    0    0    0    32    1482
0    0    0    0    0    0    50140    50000
0    0    0    0    0    0    26    7
0    0    0    0    0    0    2502    7876
0    0    0    0    0    0    8874    15134
0    0    0    0    0    0    46    13
0    0    0    0    0    0    42    13
0    0    0    0    0    0    32524    40748
0    0    0    0    0    0    22022    34332
0    0    0    0    0    0    47102    42609
0    0    0    0    0    0    16444    59456
0    0    0    0    0    0    47135    54877
0    0    0    0    0    0    44791    28981
0    0    0    0    0    0    35532    56492
0    0    0    0    0    0    36488    59880
0    0    0    0    0    0    55572    41063
0    0    0    0    0    0    34164    53319
0    0    0    0    0    0    40615    48956
0    0    0    0    0    0    43197    59416
0    0    0    0    0    0    42741    59993
0    0    0    0    0    0    44801    62324
0    0    0    0    0    0    42902    58532
0    0    0    0    0    0    48092    50898
0    0    0    0    0    0    45816    59399
0    0    0    0    0    0    47906    57012
0    0    0    0    0    0    47788    59382
0    0    0    0    0    0    47590    57428
0    0    0    0    0    0    49456    43692
0    0    0    0    0    0    49148    24924
0    0    0    0    0    0    45572    10716
0    0    0    0    0    0    52994    24826
0    0    0    0    0    0    65535    54804
0    0    0    0    0    0    61300    32601
0    0    0    0    0    0    41604    7602
0    0    0    0    0    0    31058    33086
0    0    0    0    0    0    33922    32907
0    0    0    0    0    0    60223    27524
0    0    0    0    0    0    23811    23780
0    0    0    0    0    0    60073    13268
0    0    0    0    0    0    51216    22618
0    0    0    0    0    0    56280    20426
0    0    0    0    0    0    24354    22158
0    0    0    0    0    0    34155    36582
0    0    0    0    0    0    12569    39368
0    0    0    0    0    0    37794    7964
0    0    0    0    0    0    32903    32495
0    0    0    0    0    0    32759    40792
0    0    0    0    0    0    33749    30630
0    0    0    0    0    0    60864    24444
0    0    0    0    0    0    51416    29464
0    0    0    0    0    0    59960    50802
0    0    0    0    0    0    34756    65535
0    0    0    0    0    0    32910    32306
0    0    0    0    0    0    32930    33934
0    0    0    0    0    0    43440    36658
0    0    0    0    0    0    57479    32967
0    0    0    0    0    0    13335    19432
0    0    0    0    0    0    14684    65535
0    0    0    0    0    0    41494    32835
0    0    0    0    0    0    32640    32941
0    0    0    0    0    0    32919    31861
0    0    0    0    0    0    32753    32787
0    0    0    0    0    0    32823    32644
0    0    0    0    0    0    32791    32873
